4.624970	1.441621	-1.171366	-1.725541	2.001943	2.653490	2.173846	0.436912	1.136076	-0.445248	0.081368	0.006602
4.362631	1.161759	-0.863471	-1.440960	1.955742	2.563045	2.531664	0.601219	0.996713	-0.345834	0.049339	0.031636
3.867753	1.022038	-0.827632	-1.069852	2.006855	2.822758	2.452186	0.866300	0.493589	-0.414239	-0.017811	0.015609
4.785552	1.531771	-1.554120	-2.314707	1.975327	3.016186	2.008019	-0.229436	0.888348	-0.681965	0.059902	0.038967
4.503053	1.277331	-1.606567	-1.850390	1.588367	2.766773	1.993289	-0.017894	0.385855	-0.354251	0.001727	0.017759
4.070158	0.934827	-1.029155	-0.825665	1.507337	1.820224	1.435317	0.219091	0.026622	-0.273069	-0.106743	-0.033853
5.936758	2.036834	-2.324339	-2.312467	2.180406	2.417149	1.650401	-0.889537	0.413480	-0.601954	-0.000726	-0.062490
5.886815	2.361646	-2.569825	-1.857490	2.432379	1.510320	1.513045	-0.494217	-0.013665	-0.432026	-0.183201	-0.101218
4.968335	1.709418	-1.470992	-1.288187	1.297087	1.676273	1.038609	-0.106769	-0.114704	-0.506271	-0.253151	-0.110575
4.424181	1.454255	-1.031945	-0.937365	1.036341	1.607738	0.922930	0.019728	-0.326190	-0.637861	-0.360177	-0.125139
5.800352	2.822436	-2.763671	-1.993299	2.493600	0.678644	1.298686	-0.768791	-0.144189	-0.593989	-0.347966	-0.125860
5.244935	2.302946	-1.760406	-1.647939	1.542366	1.033242	1.162195	-0.523992	-0.236809	-0.775290	-0.332896	-0.101729
4.926626	2.085855	-1.050671	-1.722137	1.017509	0.693770	1.198600	-0.439559	-0.490025	-0.733341	-0.394066	-0.079132
5.144833	2.179925	-1.628741	-2.258012	1.102873	0.079365	1.278750	-0.805125	-0.299260	-0.890074	-0.408532	-0.068460
5.924008	2.688177	-2.330878	-2.091908	0.736592	-0.174589	0.047680	-0.718256	-0.094753	-0.862365	-0.330059	-0.113460
4.182891	1.934823	-0.787988	-1.708141	-0.672803	0.199380	0.416772	-0.105583	-0.686516	-0.933301	-0.275868	-0.071277
5.326922	2.267971	-1.133916	-2.190613	-0.049302	-0.067594	0.116449	-0.338492	-0.522858	-1.054590	-0.336063	-0.063354
4.995376	2.292533	-0.991682	-1.894277	-0.534094	-0.213871	0.183007	-0.128425	-0.525964	-1.056814	-0.288050	-0.057921
6.381152	2.521760	-1.844021	-2.517664	0.805518	-0.713930	0.167983	-1.109559	-0.122925	-0.811508	-0.372010	-0.062892
4.037942	1.745893	-0.466424	-1.308128	-0.535747	-0.112434	0.077738	-0.347232	-0.670370	-0.753562	-0.128150	-0.052448
5.472406	2.594090	-1.260440	-2.207007	-0.910303	-0.215608	-0.167673	-0.269864	-0.270709	-1.121007	-0.256998	-0.052359
4.851286	2.287717	-0.897133	-2.013655	-1.168347	-0.249723	0.367744	0.107788	-0.479738	-1.035998	-0.243776	-0.051931
6.179955	2.150487	-1.885279	-2.351306	-0.417234	0.056302	-0.199094	-0.561599	0.125474	-0.862057	-0.320506	-0.092908
4.755390	1.838397	-0.875577	-1.955994	-0.952371	0.138005	0.453586	0.094483	-0.549927	-1.023033	-0.282898	-0.057305
6.085727	2.175169	-2.100584	-2.402569	-0.471670	0.194209	-0.124776	-0.242599	0.183364	-0.940061	-0.381947	-0.124456
6.015830	1.856453	-1.978866	-2.645143	-0.390473	0.295199	0.173540	-0.144582	0.280784	-0.900237	-0.403878	-0.127980
5.285275	1.529917	-1.403996	-2.090136	-0.649013	0.121774	0.669173	0.651343	-0.268506	-0.968597	-0.420422	-0.103695
6.470601	1.774929	-2.395050	-3.156476	-0.068666	0.293465	0.818728	0.179414	0.172402	-0.769079	-0.505146	-0.158294
6.377293	1.801598	-2.548069	-3.147391	0.128510	0.795507	1.089857	0.425514	0.200026	-0.752140	-0.482612	-0.163442
4.957899	1.482144	-1.855041	-2.340102	-0.569944	1.163570	1.326798	0.666118	-0.126420	-1.008208	-0.434592	-0.124973
5.026232	1.340800	-1.702394	-2.370713	-0.447776	0.973300	1.377840	1.055597	-0.229051	-1.026261	-0.459884	-0.121257
6.959698	1.374451	-3.171758	-2.716447	0.900597	1.569281	1.306314	0.718106	0.225916	-0.484026	-0.466056	-0.172379
4.412523	1.152885	-1.754155	-1.854757	0.161017	1.689682	1.788152	1.013123	-0.125170	-0.929840	-0.363245	-0.106926
4.848698	1.099690	-1.886137	-1.718841	0.390664	1.595397	1.524421	0.711803	-0.108051	-0.895988	-0.381911	-0.102444
5.637823	1.549056	-2.696082	-2.496017	0.742925	1.867662	1.447470	0.961501	0.047766	-0.843150	-0.461397	-0.152323
7.293616	1.035917	-3.088377	-2.958887	1.547716	1.509465	1.482035	0.835961	0.226610	-0.360036	-0.500789	-0.184503
4.148559	1.184741	-1.447340	-1.748725	0.010506	1.488679	1.836862	1.192559	-0.155045	-0.993129	-0.296761	-0.110264
5.377785	1.111132	-1.894702	-2.017612	0.032603	1.277748	1.587684	1.286629	0.200152	-0.947060	-0.443482	-0.113063
5.930092	1.457382	-2.344494	-2.325365	0.198980	1.587294	1.112194	1.250002	0.599020	-0.764753	-0.464583	-0.162149
7.252328	0.910482	-2.387880	-2.579862	0.750907	1.687010	0.708672	1.044164	0.464055	-0.361740	-0.423245	-0.175516
4.788346	1.661087	-1.414855	-1.854078	-0.106600	1.247892	1.565003	1.090071	-0.054874	-0.754585	-0.296314	-0.105618
5.221873	1.722230	-1.897055	-2.180893	0.166828	1.199041	1.089013	1.036187	0.306566	-0.895734	-0.373599	-0.143761
4.901039	1.768147	-1.487485	-1.827102	0.043030	1.305688	1.184146	0.789653	0.025463	-0.795576	-0.335172	-0.115417
6.046704	1.623729	-1.640014	-1.758592	0.299107	1.217376	0.250560	0.123086	0.086632	-0.673760	-0.354997	-0.109290
5.383629	1.939323	-1.610246	-2.001967	0.047584	0.946594	0.397833	0.392969	-0.188749	-0.911659	-0.421137	-0.145018
6.285897	2.403693	-1.799180	-2.278556	-0.122439	1.018877	0.307194	0.035141	-0.308814	-0.827051	-0.418735	-0.139378
4.680633	2.133226	-0.672337	-1.498583	-0.572483	0.421083	0.594883	0.126846	-0.638024	-0.941430	-0.386698	-0.124855
5.799508	2.421617	-0.923810	-1.780314	-0.802734	0.535185	0.694656	-0.075161	-0.662686	-0.977339	-0.472377	-0.114496
5.773025	2.776691	-0.902989	-1.798630	-0.471492	0.331461	0.399319	0.125353	-0.564704	-0.970404	-0.448638	-0.111499
6.039076	2.977445	-0.650163	-1.445050	-0.272829	0.495240	0.390058	-0.117331	-0.548956	-0.927585	-0.445612	-0.111543
5.110203	2.423595	-0.159952	-1.154888	-0.249105	0.730513	0.668559	-0.155080	-0.814413	-0.848734	-0.359159	-0.074604
5.753352	2.729190	-0.309671	-1.197743	-0.072565	0.873314	0.514162	-0.192297	-0.599976	-0.826994	-0.329781	-0.052833
5.520591	2.987056	-0.033104	-1.019223	-0.153988	0.732034	0.410197	-0.249508	-0.657125	-0.808011	-0.306693	-0.051217
5.097520	2.716767	-0.000713	-0.925360	-0.163558	0.620201	0.614226	0.233201	-0.343072	-0.584820	-0.101735	0.017539
5.652591	3.125043	0.161501	-0.927667	-0.070685	0.461062	0.580671	0.225068	-0.523895	-0.683477	-0.176378	0.014768
5.264302	2.835885	0.285140	-0.699070	0.224376	0.833960	0.547627	-0.108518	-0.565937	-0.510828	-0.117470	0.014065
5.329667	3.259045	0.494124	-0.862198	-0.104300	0.647093	0.652483	0.146397	-0.513123	-0.598336	-0.066128	0.050922
4.581130	2.862733	0.736002	-0.273290	-0.006444	0.440277	0.396584	-0.131927	-0.632059	-0.558140	-0.017002	0.024034
4.795014	3.074054	0.768166	-0.390646	-0.191402	0.447870	0.380870	-0.297633	-0.678048	-0.494543	-0.089941	0.006260
4.918116	3.168914	0.828343	-0.420088	-0.295848	0.098018	0.007124	-0.353624	-0.501050	-0.392657	-0.110445	-0.020787
5.665249	3.374337	0.525316	-0.621218	-0.037614	0.697071	0.301685	-0.410550	-0.622617	-0.484627	-0.199329	-0.028746
6.149857	3.400611	0.017029	-1.117046	-0.062159	0.710097	0.386103	-0.205388	-0.628041	-0.522987	-0.195016	-0.017786
4.494052	2.815815	0.686391	-0.265715	0.154079	0.736914	0.582920	-0.056240	-0.568804	-0.582063	-0.088465	0.003745
4.570316	2.739945	0.470643	-0.422585	0.049255	0.517849	0.374339	-0.051031	-0.435450	-0.422056	0.100045	0.073242
5.872118	3.235716	-0.094434	-1.029504	0.062477	0.491709	-0.043781	-0.315562	-0.477117	-0.550694	-0.053167	0.034034
6.550598	3.148325	-0.270064	-0.729593	0.209518	0.275955	-0.372366	-0.518023	-0.416837	-0.438128	-0.073556	0.013489
6.243566	3.419820	-0.183786	-1.035745	0.105250	0.685279	0.055444	-0.371850	-0.360730	-0.499450	-0.067977	0.015714
4.776044	3.014489	0.694819	-0.441524	-0.035283	0.516333	0.242259	-0.258429	-0.472929	-0.321989	-0.029003	0.016978
5.811453	3.499044	0.159016	-1.140468	-0.118761	1.113189	0.779474	-0.110391	-0.501442	-0.279413	-0.132221	0.012309
4.994087	3.295375	0.669110	-0.766271	-0.224855	0.761294	0.714571	-0.098148	-0.536913	-0.298040	-0.144481	0.002668
