2.716310	2.274044	2.084686	1.936735	1.761516	1.554790	1.326853	1.063653	0.849227	0.573563	0.329705	0.072031
3.297188	2.948559	2.933137	2.629849	2.372025	2.119478	1.721831	1.253052	0.874705	0.660265	0.356931	0.118063
2.763972	2.341950	2.170493	2.082789	1.931757	1.732556	1.557636	1.238647	0.980135	0.712798	0.410976	0.095128
2.759041	2.293834	2.126524	1.977094	1.796774	1.597252	1.350415	1.120663	0.846401	0.576847	0.350069	0.079207
2.783715	2.351935	2.196063	1.999788	1.882493	1.680476	1.427441	1.197544	0.929028	0.684243	0.410143	0.093207
3.006759	2.530011	2.477110	2.273172	2.213772	1.934994	1.362803	1.266832	0.888735	0.714719	0.377882	0.106964
2.698153	2.320265	2.123829	1.824504	1.702995	1.636203	1.368235	1.073218	0.802033	0.613191	0.394537	0.078807
2.608158	1.727364	1.882463	2.852049	2.379289	0.353866	1.293427	1.959184	0.988893	0.376994	0.253064	0.114692
2.035868	1.472171	3.022020	2.988152	3.184052	-0.156797	1.671141	1.956325	1.414837	0.107329	0.273883	0.185363
1.334755	1.698169	2.091147	3.345515	3.266866	-0.426921	1.694242	1.525869	1.943861	-0.204403	0.325588	0.136805
1.252413	1.852074	1.764745	2.858507	3.096491	-0.861168	1.466725	1.439035	1.796049	-0.098816	0.271285	0.098204
0.408924	1.323871	2.180211	3.548190	3.021032	-0.780597	1.989068	1.486317	1.842080	0.002939	0.275856	0.104602
-0.907895	-0.184939	1.740118	4.282462	4.645490	-0.408180	2.597339	1.381261	1.706384	-0.083815	0.360809	0.169065
-0.309500	0.286633	2.309267	3.717394	3.451820	-0.568186	2.385662	1.241165	1.886883	-0.119323	0.169167	0.142995
-0.696165	0.670472	2.034597	3.547781	3.288924	-0.904811	1.824411	1.085228	1.588061	0.080281	0.005267	0.091621
-1.319469	0.104053	1.878820	4.031369	4.153410	-0.724003	2.078716	1.183679	1.589530	0.074327	0.126002	0.094505
-1.722131	-0.183589	1.607800	4.242685	4.476769	-0.221780	2.492800	0.956024	1.732304	0.156609	0.150416	0.092650
-0.592301	0.790482	1.252968	2.837948	3.344089	-1.584451	2.384357	1.579011	1.836901	-0.000351	0.018998	0.001079
-0.195351	0.742880	1.086657	2.925954	3.436563	-1.274783	2.320405	1.743442	1.943346	-0.143060	0.134807	-0.017293
0.243531	0.600755	0.547497	1.966957	3.425193	0.006917	2.961014	1.988850	1.860250	-0.367067	0.005400	-0.002080
1.729372	1.575485	-0.109693	-0.136094	2.679471	1.108925	2.579763	1.218917	1.195280	-0.016912	0.085108	-0.047060
2.512586	0.966029	-0.172455	-0.158601	2.430015	2.243410	2.765741	0.693621	1.134206	-0.018689	-0.042085	0.007877
3.145423	1.083547	-0.463919	-1.012827	2.463033	2.304144	3.120792	0.766470	1.195909	-0.197202	0.096113	0.024620
3.520187	1.105330	-0.900622	-1.042169	2.648328	2.004956	3.057055	1.149106	1.316645	-0.371442	0.115039	0.010748
3.489053	1.485463	-0.597850	-0.957792	1.757161	1.987960	2.694905	1.352511	1.034766	-0.455680	0.143181	0.001791
3.856320	1.499178	-0.822940	-1.533316	1.920630	1.985702	2.876689	1.336635	1.271350	-0.490714	0.133841	0.004605
4.306146	1.473053	-1.152153	-1.228711	1.523631	2.334029	2.273369	1.461623	1.520108	-0.611978	0.108316	-0.022395
4.624026	1.449429	-0.925708	-1.812170	1.834416	2.333926	2.131948	1.265104	1.518919	-0.551167	0.060812	-0.012437
4.262627	1.570557	-0.830145	-1.571427	1.536233	2.230372	1.759985	1.297613	0.855239	-0.403998	0.004107	-0.058787
4.650126	1.339988	-0.947956	-1.665543	1.588970	2.785660	1.981910	0.718184	1.456570	-0.583812	-0.010603	-0.028098
4.619423	1.377261	-1.037920	-1.413967	1.383527	2.901646	1.993952	0.474158	1.418285	-0.520811	0.049971	-0.017369
4.896459	1.451147	-1.014301	-1.896804	1.876862	2.698796	1.742688	0.253446	1.176691	-0.409276	0.079316	0.003402
